0,1881452
0,163058
0,1718011
0,1571741
0,1586266
0,171133
0,1701336
0,1633015
0,1701374
0,1667747
0,1648121
0,1702366
0,171463
0,1716585
0,1703615
0,1705503
0,172904
0,1705294
0,1642427
0,1680193
0,1693077
0,1680355
0,1666012
0,1696777
0,1716652
0,1696548
0,1669655
0,1703625
0,1666584
0,1658001
0,1783047
0,1692486
0,1680164
0,1708355
0,1671371
0,1689663
0,1679726
0,1677971
0,1698608
0,1707821
0,1719856
0,1676464
0,1721306
0,1706848
0,1722145
0,1735077
0,1693916
0,1659546
0,1676712
0,1703377
0,1680489
0,1668396
0,1662865
0,169487
0,1710625
0,1692314
0,1658287
0,1688461
0,1686974
0,1696548
0,1698418
0,163063
0,1672287
0,1679878
0,166996
0,1684113
0,1629448
0,1625595
0,1695023
0,1697807
0,1691399
0,1659317
0,1702194
0,1641502
0,166069
0,17099
0,1669159
0,1677666
0,1709976
0,1677704
0,168148
0,1681633
0,1690369
0,1727219
0,168251
0,1697655
0,1693611
0,1710396
0,1671677
0,168457
0,1667175
0,1698112
0,1702499
0,1695023
0,1693344
0,1670837
0,171051
0,1694565
0,1685791
0,1705627
0,1659851
0,1704712
0,1709442
0,1677094
0,168251
0,171936
0,1708679
0,1688843
0,1706467
0,1668777
0,1662369
0,1694031
0,1655807
0,1686172
0,1723404
0,1655655
0,1707382
0,1674194
0,1678467
0,169426
0,1671143
0,171463
0,1679382
0,1704025
0,1685791
0,1704025
0,1638031
0,1630402
0,1676788
0,1708527
0,1694717
0,1710587
0,1709366
0,1743164
0,1692505
0,1703568
0,1655655
0,1695404
0,1656799
0,1685181
0,1685867
0,171524
0,1704636
0,1639557
0,1686325
0,1693039
0,1635284
0,1697922
0,1757278
0,1702271
0,1659546
0,168129
0,1725998
0,1628418
0,1674652
0,1704025
0,1666718
0,1659393
0,1685028
0,1696396
0,1676254
0,1631012
0,1680908
0,1701355
0,1706924
0,1687851
0,165596
0,1678009
0,170639
0,1736603
0,1776352
0,1727753
0,1692276
0,1721497
0,174057
0,1713333
0,1665115
0,1704941
0,1639709
0,1640396
0,1679459
0,1680069
0,1659775
0,1653366
0,1643372
0,1654282
0,1659088
0,1677399
0,1722717
0,1763687
0,1729355
0,1692963
0,1744995
0,1713104
0,1736298
0,1744843
0,1644287
0,1667633
0,1628571
0,1647034
0,164917
0,1626282
0,1663818
0,1778564
0,1733093
0,1760101
0,1659088
0,1649628
0,1659393
0,1655579
0,1697845
0,1681213
0,1699066
0,208725
0,1655579
0,1701508
0,1651764
0,1646881
0,1679993
0,1660461
0,1701355
0,1676636
0,164917
0,1670532
0,168396
0,1668091
0,1668854
0,1681061
0,1631317
0,1637268
0,164032
0,1677399
0,1655121
0,1666412
0,1633759
0,1670837
0,1633453
0,1635895
0,1649628
0,1607971
0,1643524
0,1651764
0,1623535
0,160675
0,1635132
0,1630707
0,1654358
0,1656189
0,1639557
0,1663971
0,1684875
0,1694641
0,1668091
0,1676025
0,1705475
0,1687317
0,1669159
0,1621399
0,1630859
0,1641083
0,1663208
0,1681519
0,1659851
0,1687775
0,1696472
0,1747284
0,1687927
0,1688232
0,1706085
0,1732941
0,1780853
0,173584
0,173172
0,1732025
0,1728821
0,3323669
0,173172
0,1716461
0,2979126
0,2113647
0,1677399
0,1701355
0,1709442
0,1673889
0,1756134
0,1755371
0,1685333
0,1685486
0,1716461
0,168869
0,1665497
0,1707306
0,1641693
0,1651917
0,1774139
0,168808
0,1705475
0,1706085
0,1657257
0,1681976
0,1737976
0,1672974
0,1781006
0,1719055
0,1700897
0,1678925
0,1680756
0,1689453
0,1611633
0,1698914
0,167038
0,165741
0,1765442
0,167099
0,1698151
0,1728668
0,1727142
0,1664581
0,1649323
0,1641388
0,1684113
0,1737213
