0,2348633
0,1794882
0,1691475
0,1764588
0,1636472
0,176929
0,1708269
0,1750345
0,1745253
0,1725368
0,1666851
0,1698875
0,1773005
0,1677351
0,1724062
0,1687365
0,1696949
0,1639576
0,1630955
0,1679974
0,1713943
0,1640949
0,164856
0,175396
0,1735783
0,1784039
0,1694889
0,1786289
0,1771965
0,1794014
0,1764393
0,1653996
0,1689892
0,1767101
0,1693573
0,163662
0,1675968
0,1655827
0,173336
0,1712284
0,1750755
0,1779118
0,1790161
0,1696167
0,1707878
0,1683578
0,1643372
0,1763535
0,1628418
0,1702194
0,1731377
0,173584
0,1721725
0,1647758
0,1595001
0,1658173
0,1682968
0,1674385
0,1671257
0,1721191
0,1745872
0,1691322
0,1685371
0,1805801
0,1737671
0,1672134
0,170372
0,1763077
0,1691742
0,1708221
0,1671829
0,1739082
0,1652946
0,182663
0,1637306
0,1643295
0,1632233
0,1790543
0,1716347
0,174057
0,1711006
0,1803703
0,1754341
0,1764793
0,1827164
0,1710205
0,1698151
0,1768456
0,1737366
0,1759872
0,177124
0,1839447
0,178154
0,1716461
0,1685486
0,1697388
0,1684494
0,1723633
0,16185
0,1735687
0,1678696
0,1786957
0,1776886
0,1755447
0,1734695
0,1777573
0,1784363
0,1792831
0,1769638
0,1803436
0,1766663
0,1806564
0,1774597
0,1804047
0,1725388
0,1685486
0,170929
0,1694641
0,1728668
0,1802368
0,1681671
0,174942
0,1793213
0,1831512
0,1691208
0,1768646
0,1769485
0,1674881
0,1738434
0,1722717
0,181366
0,17379
0,1816025
0,1697998
0,179039
0,1690826
0,1694794
0,1687622
0,1752472
0,1757202
0,1717072
0,1759491
0,172905
0,1734543
0,1736603
0,1723709
0,1752625
0,1736298
0,1743774
0,1715317
0,1718292
0,1790009
0,1741409
0,1716309
0,1729736
0,1770477
0,1674805
0,1674576
0,1704941
0,1662903
0,1621475
0,1696777
0,1692505
0,1783218
0,1727066
0,1803284
0,1751099
0,1806412
0,1791687
0,1832962
0,1764069
0,1740036
0,1762619
0,1733627
0,1839371
0,1748276
0,173027
0,1777802
0,1804962
0,1715317
0,1891251
0,1791534
0,1788254
0,1770172
0,1830444
0,1792755
0,1747131
0,1774902
0,1848297
